11319	5	1	3765
11319	18	1	3765
11319	6	1	3765
11319	19	1	3765
11319	8	1	3765
11319	7	1	3765
11319	20	1	3765
11319	21	1	3765
11319	22	1	3765
11319	3	1	3765
11319	9	1	3765
11319	15	1	3765
11319	1	1	11300
11319	11	1	11300
11319	16	1	11300
11319	2	1	11318
11319	10	1	11318
11319	17	1	11318
11321	4	1	3765
11321	5	1	3765
11321	18	1	3765
11321	6	1	3765
11321	19	1	3765
11321	8	1	3765
11321	7	1	3765
11321	20	1	3765
11321	21	1	3765
11321	22	1	3765
11321	3	1	3765
11321	9	1	3765
11321	15	1	3765
11321	1	1	11320
11321	11	1	11320
11321	16	1	11320
11321	2	1	11320
11321	10	1	11320
11321	17	1	11320
11323	4	1	3765
11323	5	1	3765
11323	18	1	3765
11323	6	1	3765
11323	19	1	3765
11323	8	1	3765
11323	7	1	3765
11323	20	1	3765
11323	21	1	3765
11323	22	1	3765
11323	3	1	3765
11323	9	1	3765
11323	15	1	3765
11323	1	1	11322
11323	11	1	11322
11323	16	1	11322
11323	2	1	11322
11323	10	1	11322
11323	17	1	11322
11325	4	1	3765
11325	5	1	3765
11325	18	1	3765
11325	6	1	3765
11325	19	1	3765
11325	8	1	3765
11325	7	1	3765
11325	20	1	3765
11325	21	1	3765
11325	22	1	3765
11325	3	1	3765
11325	9	1	3765
11325	15	1	3765
11325	1	1	11324
11325	11	1	11324
11325	16	1	11324
11325	2	1	11324
11325	10	1	11324
11325	17	1	11324
