2222	16	16	1	91	405
2223	17	17	1	1955	405
2224	22	22	1	386	405
2225	28	28	1	352	405
2226	29	29	1	385	405
2227	702	702	1	560	405
2228	703	703	1	566	405
2229	25	25	1	98	405
2231	1042	1042	1	1054	405
2235	1033	1033	1	974	405
2969	2950	2950	1	2972	405
1998	1700	1700	1	1752	405
2593	603	603	1	493	783
2593	603	603	2	494	783
2593	603	603	3	500	783
2593	603	603	4	495	783
2593	603	603	5	496	783
2593	603	603	6	499	783
2593	603	603	7	498	783
2593	603	603	8	497	783
2593	603	603	9	2571	783
2593	603	603	10	2570	783
2593	603	603	11	2573	783
2593	603	603	12	2572	783
2593	603	603	13	2863	783
2593	603	603	14	2862	783
2594	604	604	1	485	783
2594	604	604	2	486	783
2594	604	604	3	492	783
2594	604	604	4	487	783
2594	604	604	5	488	783
2594	604	604	6	491	783
2594	604	604	7	490	783
2594	604	604	8	489	783
2594	604	604	9	2575	783
2594	604	604	10	2574	783
2594	604	604	11	2577	783
2594	604	604	12	2576	783
2594	604	604	13	2861	783
2594	604	604	14	2860	783
2595	718	718	1	1506	783
2595	718	718	2	1507	783
2595	718	718	3	1513	783
2595	718	718	4	1508	783
2595	718	718	5	1509	783
2595	718	718	6	1512	783
2595	718	718	7	1511	783
2595	718	718	8	1510	783
2595	718	718	9	2589	783
2595	718	718	10	1515	783
2595	718	718	11	1514	783
2595	718	718	12	2590	783
2595	718	718	13	2865	783
2595	718	718	14	2864	783
2745	2277	2277	1	2750	2742
2745	2277	2277	2	2751	2742
2745	2277	2277	3	2752	2742
2745	2277	2277	4	1070	2742
3522	3500	3500	1	3518	403
3522	3500	3500	2	3520	403
3522	3500	3500	3	3516	403
3522	3500	3500	4	3521	403
3522	3500	3500	5	3519	403
3523	3500	3500	1	3516	405
3626	3614	3614	1	3627	403
3626	3614	3614	2	3628	403
3626	3614	3614	3	3629	403
3626	3614	3614	4	3631	403
3626	3614	3614	5	3632	403
3655	3614	3615	1	3636	783
3659	3614	3615	1	3636	2742
3659	3614	3615	2	3660	2742
3683	3615	3615	1	3674	403
3683	3615	3615	2	3675	403
3683	3615	3615	3	3676	403
3683	3615	3615	4	3678	403
3683	3615	3615	5	3679	403
3702	3615	3615	7	3693	783
3702	3615	3615	8	3694	783
