car_shop_db	pg_catalog	pg_ts_template	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_foreign_data_wrapper	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_foreign_server	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_auth_members	BASE TABLE						YES	NO	
car_shop_db	pg_catalog	pg_stat_user_indexes	VIEW						NO	NO	
car_shop_db	pg_catalog	pg_statio_all_indexes	VIEW						NO	NO	
car_shop_db	pg_catalog	pg_statio_sys_indexes	VIEW						NO	NO	
car_shop_db	information_schema	information_schema_catalog_name	VIEW						NO	NO	
car_shop_db	information_schema	applicable_roles	VIEW						NO	NO	
car_shop_db	information_schema	administrable_role_authorizations	VIEW						NO	NO	
car_shop_db	information_schema	attributes	VIEW						NO	NO	
car_shop_db	information_schema	check_constraint_routine_usage	VIEW						NO	NO	
car_shop_db	information_schema	check_constraints	VIEW						NO	NO	
car_shop_db	information_schema	column_domain_usage	VIEW						NO	NO	
car_shop_db	public	manufacture	BASE TABLE						YES	NO	
car_shop_db	public	auto	BASE TABLE						YES	NO	
car_shop_db	public	vehicle_type	BASE TABLE						YES	NO	
car_shop_db	public	client	BASE TABLE						YES	NO	
car_shop_db	public	model	BASE TABLE						YES	NO	
car_shop_db	public	users	BASE TABLE						YES	NO	
car_shop_db	public	engine	BASE TABLE						YES	NO	
car_shop_db	public	orders	BASE TABLE						YES	NO	
